Crop,Season,State,Soil_Type,Area_ha,Nitrogen,Phosphorus,Potassium,pH,Temperature,Humidity,Rainfall,Fertilizer,Pesticide,Irrigation,Yield_ton_per_ha
Rice,Kharif,Odisha,Clay,495.5,124.2,25.6,64.5,6.77,29.3,78.8,2078.5,262.9,21.22,1,1.164
Coffee,Rabi,Telangana,Red,25.26,75.2,19.8,50.4,6.04,24.6,88.9,555.4,180.2,19.16,1,1.334
Chickpea,Rabi,Bihar,Black,464.38,25.8,50.5,19.8,7.91,24.3,47.3,796.8,157.2,8.28,0,0.827
Jute,Kharif,Bihar,Black,44.0,65.1,37.0,19.4,6.03,24.0,99.0,1208.1,337.0,11.9,1,2.144
Sugarcane,Whole Year,Maharashtra,Black,496.81,309.9,53.3,66.8,7.21,23.4,92.8,977.1,216.7,7.48,1,66.839
Barley,Rabi,Madhya Pradesh,Loamy,464.0,72.6,30.4,30.1,8.17,27.5,31.8,773.5,192.1,8.29,1,1.726
Chickpea,Rabi,Uttar Pradesh,Loamy,499.78,18.3,55.6,30.4,7.96,23.3,37.3,1025.6,210.7,4.37,1,1.016
Rice,Kharif,West Bengal,Clay,328.0,74.5,30.8,23.1,5.97,28.1,90.2,926.0,63.0,10.01,1,1.872
Rice,Kharif,Jharkhand,Alluvial,493.89,94.0,61.1,45.7,5.63,25.2,60.6,952.2,164.4,14.68,1,1.104
Soybean,Kharif,West Bengal,Black,485.0,32.8,33.6,26.1,6.91,18.3,45.4,1281.6,292.2,21.01,0,0.575
Maize,Kharif,Assam,Loamy,63.0,124.7,66.9,37.0,5.36,16.5,59.2,2233.2,175.6,19.3,0,0.873
Mustard,Rabi,Uttar Pradesh,Alluvial,494.36,44.9,34.2,11.7,5.96,24.8,43.1,1242.3,178.9,23.65,0,1.473
Potato,Rabi,Uttar Pradesh,Alluvial,495.19,201.3,74.0,123.5,5.41,24.3,89.0,549.6,82.6,14.21,1,22.315
Barley,Rabi,Rajasthan,Loamy,372.0,104.1,46.4,22.6,8.4,29.3,35.5,468.2,119.2,10.32,1,3.062
Wheat,Rabi,Uttar Pradesh,Alluvial,499.03,142.0,28.6,37.0,7.08,18.4,74.1,1240.3,104.4,3.34,1,2.768
Sugarcane,Whole Year,Madhya Pradesh,Sandy,115.0,232.8,51.2,78.9,6.92,21.6,82.8,1548.3,308.2,16.05,0,16.522
Rice,Rabi,Bihar,Clay,499.49,72.9,25.3,54.1,6.57,26.6,99.0,584.1,255.3,1.15,1,1.409
Potato,Whole Year,West Bengal,Loamy,492.71,127.4,101.0,74.0,5.14,24.0,70.5,759.8,284.6,14.12,0,20.511
Banana,Zaid,Uttar Pradesh,Alluvial,6.0,194.7,26.3,246.9,7.73,24.6,81.0,1054.8,323.7,7.24,0,43.667
Groundnut,Kharif,Madhya Pradesh,Red,493.0,23.7,37.3,46.1,5.53,22.8,44.0,1112.9,78.6,1.72,1,1.385
Maize,Rabi,Maharashtra,Clay,300.0,143.1,59.3,31.1,7.04,25.0,85.0,1556.6,257.2,9.96,0,2.333
Cotton,Kharif,Andhra Pradesh,Black,498.82,83.8,17.8,24.2,6.23,24.8,60.0,627.9,296.9,4.2,0,0.518
Soybean,Kharif,Madhya Pradesh,Clay,124.0,34.4,36.3,41.4,6.63,29.2,45.8,1431.5,342.9,1.15,1,1.129
Chickpea,Rabi,Bihar,Red,4.0,24.7,61.0,23.6,7.38,25.2,53.9,791.4,167.5,0.58,1,1.75
Mustard,Rabi,Uttar Pradesh,Alluvial,475.4,58.0,45.2,21.1,6.72,25.1,44.9,498.9,227.4,1.17,1,0.638
Rice,Kharif,Haryana,Clay,481.42,85.2,38.6,31.3,6.17,24.1,68.5,383.1,222.2,19.48,1,2.423
Mustard,Rabi,Gujarat,Sandy Loam,495.6,59.1,53.2,19.3,5.53,31.4,59.4,1119.4,298.3,5.81,1,1.426
Chickpea,Kharif,Karnataka,Alluvial,291.5,20.2,26.3,16.5,7.58,23.9,64.2,863.6,57.5,5.41,0,0.321
Groundnut,Kharif,Gujarat,Red,200.0,18.0,46.5,28.3,7.5,26.6,57.9,660.6,312.2,23.88,1,1.5
Rice,Zaid,Kerala,Loamy,95.92,82.7,64.3,69.9,7.39,27.5,63.5,2219.5,234.2,12.7,0,2.079
Potato,Rabi,Jharkhand,Loamy,265.64,199.9,84.3,121.6,6.14,20.9,50.2,1438.8,170.9,2.5,1,6.861
Potato,Rabi,Andhra Pradesh,Alluvial,17.0,183.1,46.4,88.6,6.74,26.6,75.7,1164.2,226.7,12.89,0,14.353
Mustard,Rabi,Maharashtra,Loamy,200.0,41.3,33.0,14.8,6.46,28.8,54.7,1107.0,91.3,22.6,0,0.5
Rice,Zaid,Odisha,Alluvial,492.06,101.0,28.8,63.6,6.98,30.3,89.7,1944.2,258.2,4.65,0,4.323
Banana,Whole Year,Gujarat,Alluvial,494.44,220.0,31.8,192.4,5.51,31.5,80.6,1186.3,159.4,14.59,1,72.562
Rice,Kharif,Rajasthan,Clay,61.0,101.1,26.1,38.0,6.22,24.0,83.1,222.2,86.2,19.88,0,1.508
Rice,Kharif,Chhattisgarh,Alluvial,499.05,106.6,33.5,58.7,5.29,24.2,90.2,1720.2,118.4,17.95,0,1.388
Cotton,Kharif,Haryana,Black,496.38,94.4,42.7,25.6,8.32,21.2,72.6,590.5,310.4,9.89,0,0.616
Banana,Whole Year,Kerala,Alluvial,483.44,252.2,31.9,240.8,6.59,27.2,90.4,2179.3,230.9,7.66,0,7.857
Maize,Kharif,West Bengal,Loamy,21.0,141.9,54.0,35.6,7.01,27.4,89.8,1192.4,88.6,22.77,1,2.381
Potato,Rabi,Chhattisgarh,Sandy Loam,156.0,203.8,61.3,79.6,6.73,30.8,87.1,1654.1,240.9,6.87,1,4.667
Sugarcane,Whole Year,Gujarat,Loamy,100.0,215.8,71.4,75.3,7.54,30.6,86.9,812.6,303.2,17.35,0,70.0
Barley,Rabi,Uttar Pradesh,Sandy Loam,169.0,71.6,32.9,21.5,6.38,28.8,50.9,631.3,289.1,2.06,0,2.314
Maize,Kharif,Andhra Pradesh,Sandy Loam,333.33,153.5,34.7,27.6,5.6,32.0,61.4,703.2,208.1,12.81,0,2.0
Rice,Kharif,Assam,Alluvial,482.54,81.8,38.0,37.2,7.3,26.1,91.6,2658.8,181.8,4.31,0,1.123
Wheat,Rabi,Maharashtra,Loamy,472.22,71.5,29.9,25.9,6.57,28.4,72.9,1655.6,117.8,22.2,0,2.482
Mustard,Rabi,Assam,Alluvial,492.76,41.1,53.5,21.2,6.34,23.7,31.9,2809.8,192.6,6.28,1,0.537
Rice,Kharif,Madhya Pradesh,Alluvial,499.47,106.9,63.5,19.8,7.36,26.0,85.9,1169.4,165.4,11.3,0,2.613
Wheat,Rabi,Karnataka,Alluvial,335.33,78.1,26.1,42.7,7.29,30.4,56.2,1113.7,142.6,7.34,1,0.808
Maize,Kharif,West Bengal,Loamy,493.06,120.0,41.5,54.1,6.12,27.9,70.4,960.4,316.6,24.04,1,1.561
Barley,Rabi,Bihar,Sandy Loam,156.0,57.1,34.1,29.1,8.34,25.0,31.3,1375.9,286.9,4.31,0,0.929
Maize,Rabi,Bihar,Sandy Loam,499.29,139.2,40.2,34.4,5.86,36.2,86.7,1354.4,41.5,19.7,1,2.458
Maize,Rabi,Odisha,Loamy,36.0,128.7,34.5,38.0,6.81,27.6,78.4,1320.2,239.3,19.01,1,1.408
Jute,Kharif,Assam,Alluvial,60.0,46.7,45.6,36.7,7.16,25.7,93.2,2233.8,135.6,13.02,1,0.663
Chickpea,Rabi,Uttar Pradesh,Black,462.33,26.2,61.2,18.6,7.05,23.9,55.5,526.9,157.4,21.22,0,0.909
Barley,Rabi,Rajasthan,Loamy,496.52,77.9,36.7,24.1,8.11,30.2,35.0,380.9,54.1,15.06,1,2.75
Mustard,Rabi,Gujarat,Alluvial,300.0,51.1,40.0,13.6,6.03,29.3,62.7,471.4,141.9,12.09,0,1.333
Jute,Kharif,West Bengal,Loamy,492.36,95.5,28.6,26.3,7.4,26.6,63.9,1434.0,272.4,1.75,1,2.631
Wheat,Rabi,Uttar Pradesh,Clay,498.15,119.2,57.5,56.2,5.51,23.3,46.8,494.1,318.9,3.65,1,2.781
Potato,Rabi,Jharkhand,Loamy,357.0,108.9,50.2,152.8,6.82,25.7,73.7,802.9,294.4,15.63,1,11.751
Chickpea,Rabi,Maharashtra,Loamy,496.86,32.2,69.6,16.9,6.6,27.8,33.9,874.9,99.7,10.11,1,0.728
Groundnut,Kharif,Rajasthan,Sandy Loam,487.87,15.8,57.5,31.4,5.72,26.9,48.9,509.4,346.0,19.81,1,1.452
Sugarcane,Kharif,Uttar Pradesh,Alluvial,393.0,197.2,53.8,66.2,5.65,26.1,56.0,1335.6,282.6,17.43,0,58.341
Chickpea,Rabi,Uttar Pradesh,Loamy,442.83,17.3,44.8,15.9,6.03,27.2,49.7,996.5,154.1,4.4,1,0.883
Groundnut,Zaid,Gujarat,Laterite,400.0,16.3,40.0,43.8,5.34,28.0,46.3,847.6,149.1,21.58,0,1.75
Rice,Rabi,Assam,Clay,498.51,131.8,33.3,24.9,6.64,30.4,89.9,1339.3,332.4,14.0,1,1.611
Barley,Rabi,Madhya Pradesh,Alluvial,37.0,56.7,24.5,36.6,7.53,26.4,31.3,1374.1,201.8,24.12,1,1.649
Mustard,Rabi,Gujarat,Alluvial,100.0,52.2,31.3,13.9,7.37,23.3,38.7,832.9,70.6,8.14,1,1.0
Chickpea,Rabi,Madhya Pradesh,Red,499.72,36.9,61.0,23.2,6.14,24.2,60.8,650.9,206.4,14.56,1,0.739
Banana,Whole Year,Chhattisgarh,Alluvial,11.0,219.2,71.5,214.3,6.2,25.1,66.4,1418.5,334.1,11.0,1,51.091
Chickpea,Rabi,Rajasthan,Loamy,453.2,17.3,37.6,24.3,7.34,30.6,42.1,208.4,98.6,23.83,1,0.898
Cotton,Kharif,Punjab,Red,333.33,94.4,24.8,34.4,7.18,23.9,56.6,828.3,61.2,7.15,1,0.68
Maize,Rabi,Karnataka,Sandy Loam,473.33,72.2,49.5,29.5,6.9,24.3,58.7,1793.1,37.7,22.27,1,3.574
Potato,Rabi,Chhattisgarh,Alluvial,338.67,151.2,83.6,131.1,6.18,25.3,75.5,1684.9,347.8,6.06,0,5.777
Maize,Kharif,Madhya Pradesh,Red,494.25,109.4,42.0,21.5,6.0,21.3,76.0,1513.4,155.2,12.11,0,1.884
Chickpea,Rabi,Madhya Pradesh,Loamy,499.23,23.2,66.1,35.7,5.83,25.6,57.3,633.7,280.5,12.18,1,0.798
Barley,Rabi,Uttar Pradesh,Loamy,223.0,86.6,25.3,15.9,8.3,27.4,60.8,986.4,327.1,14.3,1,2.785
Groundnut,Rabi,Karnataka,Sandy Loam,240.0,18.4,44.8,34.7,5.94,21.9,78.2,943.9,177.0,10.67,1,0.588
Sugarcane,Whole Year,Andhra Pradesh,Alluvial,476.89,316.7,83.8,99.3,6.5,30.6,67.4,1152.5,342.4,7.96,1,107.765
Wheat,Rabi,Madhya Pradesh,Alluvial,498.83,87.3,53.5,46.7,6.16,21.0,58.7,1281.9,92.5,9.3,1,2.929
Groundnut,Kharif,Karnataka,Red,363.0,19.4,61.7,45.2,6.8,31.8,62.8,1692.0,176.0,3.46,0,0.474
Maize,Zaid,Uttar Pradesh,Sandy Loam,244.0,105.0,48.6,42.8,5.52,26.8,48.2,861.0,108.1,11.87,0,1.455
Sugarcane,Whole Year,Assam,Black,325.0,221.3,97.4,85.9,6.09,23.0,77.9,3111.7,133.5,14.87,1,18.788
Barley,Rabi,Rajasthan,Sandy Loam,467.67,69.4,25.2,24.0,7.63,25.6,62.9,551.6,33.4,14.64,1,2.839
Banana,Whole Year,Chhattisgarh,Clay,97.0,190.6,47.8,372.1,5.79,24.8,85.1,1516.6,92.4,15.27,1,28.351
Jute,Kharif,Bihar,Alluvial,409.25,47.8,25.8,23.2,5.18,22.9,77.7,1368.8,220.7,18.61,0,1.471
Sugarcane,Whole Year,Rajasthan,Sandy,183.0,165.5,56.6,112.9,6.44,31.2,71.7,362.3,293.7,15.35,0,68.191
Rice,Rabi,Andhra Pradesh,Red,493.33,71.2,38.6,34.5,5.06,21.4,82.8,915.7,250.7,16.42,1,3.135
Sugarcane,Kharif,Uttar Pradesh,Black,499.38,164.5,88.9,96.0,5.5,31.8,74.8,1007.1,120.9,22.16,1,61.888
Soybean,Kharif,West Bengal,Black,37.0,42.7,77.0,30.9,7.41,31.8,42.2,1518.3,218.7,1.81,1,0.541
Soybean,Kharif,Madhya Pradesh,Black,392.0,41.7,57.6,17.7,6.5,32.2,61.0,1488.3,50.5,14.86,1,1.224
Chickpea,Rabi,Assam,Black,118.0,19.1,34.6,19.6,6.64,20.9,25.0,1518.3,236.9,8.85,1,0.441
Maize,Kharif,Madhya Pradesh,Alluvial,440.0,162.0,49.4,28.4,6.08,29.4,69.4,723.1,140.2,18.37,1,0.828
Sugarcane,Whole Year,Tamil Nadu,Clay,464.77,152.1,61.6,63.0,6.82,26.6,83.2,664.8,235.6,23.05,1,90.479
Rice,Kharif,Madhya Pradesh,Alluvial,469.67,128.3,50.7,23.2,7.41,29.0,68.1,1148.3,161.1,15.78,1,1.658
Rice,Kharif,Uttar Pradesh,Loamy,498.5,48.1,33.5,16.6,7.28,28.4,97.6,884.1,301.5,20.1,1,2.118
Rice,Rabi,Bihar,Loamy,492.95,100.4,22.8,58.7,6.54,26.6,97.8,944.5,328.7,16.93,0,2.279
Groundnut,Kharif,Uttar Pradesh,Sandy Loam,225.0,10.5,69.2,32.4,6.93,26.3,50.0,1237.7,82.8,17.51,1,0.716
Rice,Zaid,Gujarat,Alluvial,475.0,125.9,60.9,32.0,6.59,29.3,69.8,502.7,270.5,24.29,1,3.032
Potato,Rabi,Karnataka,Alluvial,436.43,107.9,57.1,111.3,6.91,25.1,87.5,783.5,141.6,5.69,0,22.927
Chickpea,Rabi,Bihar,Red,479.6,27.4,38.0,21.7,6.69,30.1,59.5,782.8,157.1,22.52,1,0.921
Maize,Kharif,Karnataka,Alluvial,491.45,139.9,46.1,24.5,6.95,28.0,63.5,1472.7,274.9,19.64,0,2.538
Mustard,Rabi,West Bengal,Sandy Loam,492.55,56.5,35.3,27.8,5.68,34.1,45.6,987.8,82.3,22.51,0,0.74
Sugarcane,Whole Year,Madhya Pradesh,Loamy,479.2,162.3,73.1,120.4,6.83,26.7,76.8,1506.8,266.0,24.79,0,55.902
Chickpea,Rabi,Assam,Black,1.0,16.5,32.4,14.0,7.11,23.6,47.1,2048.4,207.5,6.9,1,1.0
Chickpea,Rabi,Madhya Pradesh,Red,499.19,47.1,29.0,30.6,7.98,25.2,31.1,1339.2,43.1,1.9,0,1.251
Potato,Rabi,Odisha,Alluvial,423.0,126.9,36.1,119.9,5.28,25.0,72.9,1620.4,192.6,3.12,1,12.353
Barley,Rabi,Uttar Pradesh,Alluvial,432.29,117.1,46.3,19.2,7.69,26.6,61.7,1308.4,200.2,9.47,0,2.376
Maize,Zaid,Uttar Pradesh,Sandy Loam,296.0,117.7,37.9,19.2,5.39,22.2,50.7,1027.7,132.1,18.46,1,1.456
Cotton,Kharif,Maharashtra,Red,499.19,80.2,49.3,28.8,8.13,27.0,63.2,1672.9,336.0,18.39,1,0.354
Maize,Kharif,Gujarat,Sandy Loam,250.0,145.6,31.4,23.6,7.19,25.1,48.3,885.1,99.9,3.8,1,1.2
Chickpea,Rabi,Madhya Pradesh,Red,487.26,28.5,35.6,18.1,6.58,30.8,39.6,592.0,281.2,20.65,1,1.551
Barley,Rabi,Uttar Pradesh,Sandy Loam,370.0,57.4,33.5,34.6,7.36,28.2,59.7,464.9,158.5,24.24,0,3.597
Chickpea,Rabi,Uttar Pradesh,Black,487.88,21.8,45.1,20.5,5.53,24.4,46.4,1103.1,107.3,17.61,0,1.241
Maize,Kharif,Andhra Pradesh,Alluvial,461.54,111.5,53.1,36.8,5.37,28.2,42.0,1325.3,249.3,20.66,1,3.833
Potato,Rabi,Chhattisgarh,Alluvial,131.0,84.1,107.6,99.0,5.41,27.7,73.7,1591.1,112.1,13.03,0,7.298
Maize,Rabi,Bihar,Loamy,453.67,68.0,30.4,31.1,5.82,25.4,64.4,691.2,239.0,17.86,1,2.446
Sugarcane,Whole Year,Tamil Nadu,Alluvial,498.92,167.5,72.6,90.0,7.5,26.4,64.5,1347.2,183.7,10.8,1,124.275
Mustard,Rabi,Jharkhand,Loamy,4.69,79.4,30.1,14.5,7.52,30.1,36.3,1537.1,190.6,7.83,1,1.279
Maize,Kharif,Uttar Pradesh,Sandy Loam,494.64,109.2,42.7,33.3,7.48,25.1,60.8,686.5,209.8,20.75,0,2.631
Groundnut,Whole Year,Madhya Pradesh,Laterite,231.0,27.4,34.7,57.2,6.39,26.8,50.0,587.1,170.6,11.53,1,1.463
Jute,Kharif,West Bengal,Clay,456.14,56.4,11.2,28.2,6.74,28.0,95.8,1512.1,191.3,3.78,1,3.442
Wheat,Rabi,Madhya Pradesh,Sandy,498.57,89.6,39.5,37.2,6.82,26.0,74.7,1051.6,79.0,22.83,1,1.482
Jute,Kharif,Assam,Loamy,16.0,91.4,34.8,17.1,6.98,21.5,83.2,2629.5,341.4,8.99,0,0.669
Wheat,Rabi,Bihar,Clay,484.25,107.0,31.1,21.2,6.53,32.7,42.2,551.7,202.4,1.76,1,1.83
Soybean,Kharif,Chhattisgarh,Black,28.0,42.2,59.3,20.6,5.84,29.3,78.0,906.1,340.8,6.76,0,0.964
Barley,Kharif,Madhya Pradesh,Alluvial,18.0,73.8,23.6,23.4,7.42,28.7,60.2,852.0,144.8,3.45,0,2.5
Jute,Kharif,Andhra Pradesh,Loamy,482.0,65.6,16.8,30.0,6.71,27.6,90.5,1009.9,182.5,18.93,0,1.59
Groundnut,Rabi,Andhra Pradesh,Loamy,488.0,31.8,32.3,25.8,5.71,30.6,58.0,564.6,294.7,2.39,0,1.672
Barley,Whole Year,Madhya Pradesh,Sandy Loam,4.0,101.7,29.2,26.5,7.86,24.4,37.9,1081.6,243.5,11.5,0,2.5
Maize,Kharif,Jharkhand,Loamy,331.81,70.5,44.4,42.2,6.81,27.0,74.4,720.2,279.6,8.94,1,1.32
Groundnut,Kharif,Rajasthan,Loamy,499.65,14.1,47.1,34.0,5.01,26.0,68.0,272.0,264.7,23.56,1,2.519
Groundnut,Zaid,Gujarat,Loamy,425.0,19.0,28.7,39.2,6.52,32.5,68.0,1099.7,64.6,22.5,1,1.941
Wheat,Rabi,Madhya Pradesh,Loamy,499.62,74.7,39.0,30.2,6.67,24.4,49.0,1149.4,34.9,11.63,1,2.028
Maize,Zaid,Bihar,Alluvial,400.67,100.6,53.0,28.1,5.54,23.7,41.0,1508.9,325.7,20.84,1,4.41
Maize,Rabi,Maharashtra,Alluvial,450.0,158.5,59.6,35.0,7.2,32.8,59.7,1505.5,241.6,19.28,1,2.389
Wheat,Rabi,Rajasthan,Laterite,498.97,92.6,50.5,26.0,7.2,26.6,33.3,364.4,160.2,6.94,1,3.613
Maize,Kharif,Uttar Pradesh,Alluvial,495.92,175.6,33.6,27.5,6.33,23.9,88.2,865.3,154.8,5.94,1,1.431
Soybean,Kharif,Uttar Pradesh,Red,10.0,30.7,42.0,28.8,6.12,28.3,68.8,600.5,303.2,4.06,0,1.2
Rice,Kharif,Madhya Pradesh,Clay,495.5,60.0,47.8,24.0,5.29,22.9,64.4,831.6,85.0,24.8,1,0.759
Potato,Rabi,Uttar Pradesh,Black,448.0,130.6,76.9,146.6,5.32,23.0,70.7,1285.3,251.8,0.87,1,23.122
Rice,Kharif,Uttar Pradesh,Red,498.29,146.0,42.6,20.3,6.65,25.8,72.0,758.2,181.1,12.63,1,1.972
Rice,Rabi,Kerala,Loamy,432.0,78.1,25.2,18.1,6.28,26.6,68.9,1670.0,333.6,8.16,0,2.494
Wheat,Rabi,Haryana,Clay,498.99,94.5,49.1,41.1,7.61,27.3,63.6,477.7,92.2,1.2,1,5.091
Maize,Kharif,Uttar Pradesh,Loamy,497.86,111.1,41.7,38.2,5.92,26.9,41.3,1307.6,81.6,9.59,1,1.598
Wheat,Rabi,Chhattisgarh,Clay,468.82,184.7,26.2,61.3,5.74,26.4,41.6,1465.7,109.3,10.09,0,0.799
Maize,Kharif,Bihar,Alluvial,310.0,118.0,37.6,50.2,7.3,27.3,86.0,693.0,271.1,1.38,1,1.723
Sugarcane,Whole Year,Maharashtra,Clay,485.0,245.1,91.3,148.7,6.91,27.8,75.9,632.1,247.9,13.7,1,69.629
Rice,Rabi,Odisha,Black,498.52,69.2,25.2,37.9,6.66,27.6,90.3,1913.7,228.3,15.56,0,1.637
Maize,Rabi,Uttar Pradesh,Loamy,6.0,73.1,59.1,28.2,6.7,26.5,42.4,1217.6,64.7,24.36,0,2.667
Rice,Rabi,Andhra Pradesh,Loamy,454.55,135.8,75.4,20.3,7.19,29.5,75.3,771.5,200.8,11.56,0,2.0
Banana,Whole Year,Uttar Pradesh,Alluvial,62.0,273.4,62.7,304.5,7.54,26.2,82.2,1117.2,261.7,8.49,1,36.371
Rice,Zaid,Karnataka,Clay,495.68,83.4,52.1,40.9,5.16,22.3,81.4,951.5,327.7,1.66,0,1.731
Rice,Rabi,Assam,Clay,498.16,76.3,30.1,25.9,5.02,23.7,72.6,2299.7,36.2,13.53,1,2.068
Maize,Whole Year,Tamil Nadu,Sandy Loam,490.1,93.4,74.7,32.1,6.66,25.6,50.4,1282.7,181.3,8.97,0,5.897
Soybean,Kharif,Madhya Pradesh,Loamy,499.49,34.5,53.8,31.9,5.51,23.4,44.7,772.0,85.6,1.85,1,1.199
Potato,Whole Year,Haryana,Alluvial,246.0,121.1,50.4,106.5,6.69,26.8,84.4,462.7,213.1,9.93,0,19.512
Rice,Kharif,Tamil Nadu,Loamy,328.0,88.8,49.6,45.7,5.4,37.7,84.6,1333.7,185.8,2.52,1,4.329
Mustard,Rabi,Chhattisgarh,Sandy Loam,478.25,60.2,23.0,13.9,7.94,22.9,46.5,707.1,64.5,3.19,1,0.329
Barley,Rabi,Uttar Pradesh,Sandy Loam,496.29,97.6,50.2,26.6,6.31,24.7,34.0,803.3,337.6,16.43,1,2.756
Maize,Rabi,Maharashtra,Loamy,400.0,127.0,46.1,52.2,6.05,29.9,51.3,1482.8,235.0,3.5,0,2.5
Rice,Zaid,Bihar,Clay,21.0,87.3,39.4,39.6,6.82,26.4,65.1,1289.3,101.4,2.5,0,1.476
Maize,Kharif,Maharashtra,Sandy Loam,484.0,97.2,53.4,30.6,7.06,28.6,88.6,899.1,125.1,3.13,0,0.793
Potato,Whole Year,Haryana,Alluvial,110.0,98.2,66.3,111.4,6.12,24.3,63.9,454.3,114.2,5.95,1,23.236
Cotton,Kharif,Haryana,Black,499.1,66.6,16.7,26.7,6.41,25.2,68.9,650.2,226.7,20.19,1,0.59
Wheat,Rabi,Jharkhand,Alluvial,496.2,138.2,43.7,37.4,6.83,28.7,60.6,1743.7,252.2,8.24,0,1.564
Chickpea,Rabi,Karnataka,Red,15.0,17.0,61.3,35.9,5.57,22.9,45.1,1081.7,223.9,2.13,0,0.6
Chickpea,Rabi,Karnataka,Loamy,498.11,16.5,52.9,28.1,7.62,28.5,55.9,1042.1,130.8,7.01,1,0.696
Sugarcane,Whole Year,Assam,Black,205.0,219.5,91.6,112.9,7.2,25.6,91.9,1510.0,337.6,15.64,1,36.971
Rice,Zaid,West Bengal,Alluvial,445.33,89.5,55.5,30.6,5.06,24.8,73.1,1783.0,110.9,22.77,1,2.484
Sugarcane,Kharif,Uttar Pradesh,Alluvial,498.0,214.1,112.6,97.1,6.69,23.5,61.2,855.7,115.8,8.72,1,54.784
Maize,Zaid,Odisha,Loamy,19.0,180.7,42.5,17.3,7.39,22.0,77.5,908.3,263.2,5.44,0,1.316
Barley,Rabi,Madhya Pradesh,Alluvial,76.0,119.1,43.1,32.1,6.73,28.5,35.7,1443.3,207.5,9.25,1,1.868
Rice,Rabi,Karnataka,Sandy,140.0,92.1,36.1,21.0,5.25,25.0,83.8,1011.3,102.3,16.17,1,2.3
Maize,Kharif,Odisha,Loamy,439.0,106.1,43.6,43.7,6.0,26.2,51.1,1960.4,105.5,8.58,0,1.163
Wheat,Rabi,Assam,Loamy,103.0,79.9,31.7,37.6,7.28,20.8,55.6,2249.7,102.3,0.91,1,1.165
Groundnut,Kharif,Karnataka,Sandy Loam,182.0,16.1,37.0,48.9,5.38,26.0,74.8,1744.4,273.9,6.42,1,0.56
Jute,Kharif,Assam,Clay,436.0,70.0,26.8,20.0,6.57,26.8,71.1,2181.3,203.9,7.48,1,1.717
Cotton,Whole Year,Tamil Nadu,Loamy,317.0,52.8,37.8,24.3,6.5,28.9,60.3,669.4,45.0,7.67,1,0.352
Sugarcane,Whole Year,Andhra Pradesh,Black,10.0,134.7,89.6,115.3,6.87,25.7,73.1,1067.1,222.5,3.25,1,94.0
Mustard,Rabi,Chhattisgarh,Loamy,153.0,67.0,19.8,28.1,6.14,22.9,34.9,1368.6,86.8,1.21,1,0.288
Maize,Kharif,Chhattisgarh,Red,112.0,121.1,52.2,25.5,6.96,27.4,47.4,967.6,127.9,24.44,0,1.598
Maize,Rabi,Andhra Pradesh,Alluvial,498.13,109.3,36.2,48.3,6.57,26.2,74.9,1167.1,269.7,20.3,1,5.106
Mustard,Rabi,Odisha,Loamy,262.0,64.0,45.5,10.2,6.43,26.0,64.4,2093.3,185.6,13.63,1,0.322
Mustard,Rabi,Punjab,Sandy Loam,333.33,59.9,23.6,13.8,6.34,25.4,35.9,405.9,103.2,20.38,0,2.0
Mustard,Rabi,Jharkhand,Sandy Loam,39.0,49.9,22.0,17.2,7.02,24.7,37.8,1454.4,206.3,6.34,0,1.026
Barley,Rabi,Uttar Pradesh,Sandy Loam,375.0,57.9,37.8,31.0,6.85,22.7,32.1,1048.6,154.2,18.94,0,2.325
Cotton,Rabi,Tamil Nadu,Red,1.0,55.0,53.5,51.6,7.04,27.4,67.5,550.2,52.7,14.51,0,0.34
Mustard,Rabi,Haryana,Alluvial,477.25,60.0,28.4,25.3,5.69,25.1,53.7,813.9,134.2,21.33,0,1.572
Barley,Rabi,Haryana,Alluvial,492.95,83.7,41.2,29.3,8.18,26.6,39.2,380.1,127.4,20.35,1,3.246
Groundnut,Kharif,Gujarat,Loamy,231.0,12.4,44.9,42.4,6.82,27.5,58.5,1109.7,93.8,1.86,1,1.186
Chickpea,Rabi,Jharkhand,Red,59.08,17.4,38.3,33.6,6.96,27.1,27.6,977.4,142.0,6.1,0,1.438
Chickpea,Rabi,Uttar Pradesh,Black,345.33,11.7,49.9,29.8,5.59,20.4,51.1,1024.8,323.4,23.47,1,1.303
Chickpea,Rabi,Maharashtra,Red,495.92,41.9,35.8,18.6,5.78,20.9,38.6,1557.3,348.3,7.89,1,0.856
Rice,Zaid,Assam,Clay,495.56,101.9,41.8,55.5,5.02,19.1,62.3,2084.1,129.7,5.51,0,1.729
Wheat,Rabi,Assam,Alluvial,440.0,104.9,54.4,28.6,7.78,25.6,62.5,1952.1,268.8,6.19,1,0.946
Wheat,Rabi,Assam,Loamy,475.33,130.0,36.5,56.8,6.22,24.7,53.9,1634.2,316.3,23.98,1,1.251
Rice,Kharif,Gujarat,Alluvial,494.36,67.3,64.3,45.0,6.64,27.5,89.9,1078.5,57.1,17.5,0,1.332
Groundnut,Zaid,Odisha,Sandy Loam,459.5,16.2,42.0,37.2,5.53,19.3,59.7,1312.1,212.5,4.6,1,1.771
Cotton,Kharif,Gujarat,Red,499.67,43.1,27.7,25.2,6.13,30.5,37.7,448.2,126.9,14.72,1,0.444
Potato,Rabi,Uttar Pradesh,Loamy,459.78,175.2,120.6,130.2,6.68,22.6,80.2,800.2,101.5,9.33,0,25.146
